Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,033045,1950,null,null,null,null,103.5,36.6,266.1,23.8,9.7,59.3,244.2,131.2,null
IDCJAC0001,033045,1951,1193.9,119.5,68.6,15.2,57.4,45.0,7.4,4.0,36.5,9.3,0.5,97.8,1655.1
IDCJAC0001,033045,1952,240.6,273.7,84.2,113.3,53.7,80.6,8.2,20.7,39.6,32.6,34.8,40.4,1022.4
IDCJAC0001,033045,1953,583.3,261.8,100.1,108.7,67.9,17.7,3.7,108.2,1.5,55.4,20.2,18.6,1347.1
IDCJAC0001,033045,1954,864.0,458.9,253.1,402.2,26.2,24.3,28.7,47.7,22.1,201.4,150.9,46.5,2526.0
IDCJAC0001,033045,1955,289.0,679.2,886.7,163.4,537.3,27.8,12.8,4.3,11.8,55.8,54.4,38.9,2761.4
IDCJAC0001,033045,1956,308.9,514.4,566.3,109.3,138.7,126.8,46.8,48.3,19.4,46.3,151.1,380.2,2456.5
IDCJAC0001,033045,1957,277.0,190.1,137.9,46.0,41.2,82.8,63.4,81.1,0.0,31.5,71.5,9.8,1032.3
IDCJAC0001,033045,1958,398.0,1287.8,375.7,842.2,64.2,156.6,8.3,52.3,33.9,0.5,59.7,243.4,3522.6
IDCJAC0001,033045,1959,332.3,317.5,314.4,235.1,161.0,32.8,13.4,8.1,10.5,7.9,null,null,null
IDCJAC0001,033045,1995,null,null,null,null,null,null,null,null,null,null,48.2,58.6,null
IDCJAC0001,033045,1996,485.0,166.0,180.8,79.4,46.0,67.2,61.4,12.2,26.2,80.0,41.0,104.2,1349.4
IDCJAC0001,033045,1997,84.0,607.6,5.2,31.8,69.0,29.0,25.4,36.8,19.2,21.6,15.4,81.6,1026.6
IDCJAC0001,033045,1998,132.6,65.2,113.8,290.8,109.0,50.8,33.6,230.0,70.8,46.4,162.2,217.4,1522.6
IDCJAC0001,033045,1999,184.6,324.0,335.4,295.4,44.8,9.4,21.8,9.0,13.8,0.4,164.4,130.2,1533.2
IDCJAC0001,033045,2000,103.4,707.2,19.4,451.4,105.0,76.6,3.4,21.4,0.2,10.8,56.6,232.0,1787.4
IDCJAC0001,033045,2001,84.6,154.0,80.8,154.4,36.6,52.0,6.6,0.6,12.6,3.0,31.4,94.2,710.8
IDCJAC0001,033045,2002,280.8,199.2,18.8,62.4,75.6,65.6,0.4,20.0,11.4,5.4,10.2,29.8,779.6
IDCJAC0001,033045,2003,56.4,464.2,192.0,46.0,70.0,118.2,27.4,30.6,0.2,34.6,15.8,99.4,1154.8
IDCJAC0001,033045,2004,152.0,197.2,55.8,94.2,14.2,15.8,6.4,16.0,8.0,41.0,124.8,60.4,785.8
IDCJAC0001,033045,2005,414.0,51.0,43.4,188.2,116.0,51.8,33.0,37.6,0.6,32.4,58.2,0.8,1027.0
IDCJAC0001,033045,2006,157.8,117.6,323.4,105.2,119.8,83.6,31.8,3.6,33.0,8.4,23.2,132.0,1139.4
IDCJAC0001,033045,2007,271.4,500.8,161.2,80.6,143.2,287.6,0.0,3.2,38.0,30.4,70.8,193.0,1780.2
IDCJAC0001,033045,2008,304.8,443.8,36.4,10.2,26.2,29.2,110.4,0.0,10.0,43.0,19.8,69.2,1103.0
IDCJAC0001,033045,2009,209.6,469.2,186.8,191.4,33.4,30.0,0.4,0.8,0.8,1.4,109.2,115.6,1348.6
IDCJAC0001,033045,2010,330.2,464.6,345.4,118.2,78.6,3.0,6.4,98.8,289.2,54.0,446.6,669.0,2904.0
IDCJAC0001,033045,2011,181.4,281.2,776.4,159.0,33.8,40.6,9.8,38.0,0.2,11.8,3.6,193.4,1729.2
IDCJAC0001,033045,2012,null,335.0,578.0,37.0,116.6,null,null,null,null,null,null,null,null
